month_year,region,country,visitor_count
2014-07,West Asia,Other Markets In West Asia,na
2014-07,Americas,Canada,7052
2014-07,Americas,USA,43508
2014-07,Americas,Other Markets In Americas,na
2014-07,Europe,Belgium & Luxembourg,2987
2014-07,Europe,Denmark,3293
2014-07,Europe,Finland,1266
2014-07,Europe,France,14405
2014-07,Europe,Germany,17014
2014-07,Europe,Italy,5153
2014-07,Europe,Netherlands,8089
2014-07,Europe,Norway,3328
2014-07,Europe,Rep Of Ireland,na
2014-07,Europe,Russian Federation,na
2014-07,Europe,Spain,4047
2014-07,Europe,Sweden,2716
2014-07,Europe,Switzerland,10503
2014-07,Europe,United Kingdom,32046
2014-07,Europe,Other Markets In Europe,na
2014-07,Oceania,Australia,106641
2014-07,Oceania,New Zealand,14075
2014-07,Oceania,Other Markets In Oceania,1237
2014-07,Africa,Egypt,na
2014-07,Africa,Mauritius,na
2014-07,Africa,South Africa (Rep Of),na
2014-07,Africa,Other Markets In Africa,na
2014-08,Southeast Asia,Brunei Darussalam,5079
2014-08,Southeast Asia,Indonesia,234710
2014-08,Southeast Asia,Malaysia,93222
2014-08,Southeast Asia,Myanmar,8903
2014-08,Southeast Asia,Philippines,51074
2014-08,Southeast Asia,Thailand,40849
2014-08,Southeast Asia,Vietnam,41775
2014-08,Southeast Asia,Other Markets In Southeast Asia,na
2014-08,Greater China,China,174150
2014-08,Greater China,Hong Kong SAR,87173
2014-08,Greater China,Taiwan,38422
2014-08,Greater China,Other Markets In Greater China,na
2014-08,North Asia,Japan,95248
2014-08,North Asia,South Korea,56623
2014-08,North Asia,Other Markets In North Asia,na
2014-08,South Asia,Bangladesh,11690
2014-08,South Asia,India,69960
2014-08,South Asia,Pakistan,1951
2014-08,South Asia,Sri Lanka,9649
2014-08,South Asia,Other Markets In South Asia,2156
2014-08,West Asia,Iran,892
2014-08,West Asia,Israel,na
2014-08,West Asia,Kuwait,2784
2014-08,West Asia,Saudi Arabia,5290
2014-08,West Asia,United Arab Emirates,11862
2014-08,West Asia,Other Markets In West Asia,na
2014-08,Americas,Canada,6641
2014-08,Americas,USA,38067
2014-08,Americas,Other Markets In Americas,na
2014-08,Europe,Belgium & Luxembourg,2946
2014-08,Europe,Denmark,2052
2014-08,Europe,Finland,1108
2014-08,Europe,France,20541
2014-08,Europe,Germany,24544
2014-08,Europe,Italy,13280
2014-08,Europe,Netherlands,8541
2014-08,Europe,Norway,2040
2014-08,Europe,Rep Of Ireland,na
2014-08,Europe,Russian Federation,na
2014-08,Europe,Spain,7295
2014-08,Europe,Sweden,1841
2014-08,Europe,Switzerland,8837
2014-08,Europe,United Kingdom,38342
2014-08,Europe,Other Markets In Europe,na
2014-08,Oceania,Australia,82448
2014-08,Oceania,New Zealand,10939
2014-08,Oceania,Other Markets In Oceania,1129
2014-08,Africa,Egypt,na
2014-08,Africa,Mauritius,na
2014-08,Africa,South Africa (Rep Of),na
2014-08,Africa,Other Markets In Africa,na
2014-09,Southeast Asia,Brunei Darussalam,5601
2014-09,Southeast Asia,Indonesia,206593
2014-09,Southeast Asia,Malaysia,99339
2014-09,Southeast Asia,Myanmar,8294
2014-09,Southeast Asia,Philippines,47246
2014-09,Southeast Asia,Thailand,35122
2014-09,Southeast Asia,Vietnam,28960
2014-09,Southeast Asia,Other Markets In Southeast Asia,na
2014-09,Greater China,China,105780
2014-09,Greater China,Hong Kong SAR,39931
2014-09,Greater China,Taiwan,25373
2014-09,Greater China,Other Markets In Greater China,na
2014-09,North Asia,Japan,74408
2014-09,North Asia,South Korea,39276
2014-09,North Asia,Other Markets In North Asia,na
2014-09,South Asia,Bangladesh,9486
2014-09,South Asia,India,65751
2014-09,South Asia,Pakistan,1115
2014-09,South Asia,Sri Lanka,7536
2014-09,South Asia,Other Markets In South Asia,2091
2014-09,West Asia,Iran,1254
2014-09,West Asia,Israel,na
2014-09,West Asia,Kuwait,532
2014-09,West Asia,Saudi Arabia,2311
2014-09,West Asia,United Arab Emirates,5012
2014-09,West Asia,Other Markets In West Asia,na
2014-09,Americas,Canada,5022
2014-09,Americas,USA,33053
2014-09,Americas,Other Markets In Americas,na
2014-09,Europe,Belgium & Luxembourg,2233
2014-09,Europe,Denmark,2199
2014-09,Europe,Finland,1759
2014-09,Europe,France,10323
2014-09,Europe,Germany,22156
2014-09,Europe,Italy,5164
2014-09,Europe,Netherlands,6027
2014-09,Europe,Norway,2132
2014-09,Europe,Rep Of Ireland,na
2014-09,Europe,Russian Federation,na
2014-09,Europe,Spain,4153
2014-09,Europe,Sweden,2034
2014-09,Europe,Switzerland,7645
2014-09,Europe,United Kingdom,35971
2014-09,Europe,Other Markets In Europe,na
2014-09,Oceania,Australia,97642
2014-09,Oceania,New Zealand,10593
2014-09,Oceania,Other Markets In Oceania,1199
2014-09,Africa,Egypt,na
2014-09,Africa,Mauritius,na
2014-09,Africa,South Africa (Rep Of),na
2014-09,Africa,Other Markets In Africa,na
2014-10,Southeast Asia,Brunei Darussalam,5440
2014-10,Southeast Asia,Indonesia,226630
2014-10,Southeast Asia,Malaysia,97184
2014-10,Southeast Asia,Myanmar,8958
2014-10,Southeast Asia,Philippines,58572
2014-10,Southeast Asia,Thailand,53916
2014-10,Southeast Asia,Vietnam,30552
2014-10,Southeast Asia,Other Markets In Southeast Asia,na
2014-10,Greater China,China,133993
2014-10,Greater China,Hong Kong SAR,40146
2014-10,Greater China,Taiwan,24197
2014-10,Greater China,Other Markets In Greater China,na
2014-10,North Asia,Japan,68609
2014-10,North Asia,South Korea,44810
2014-10,North Asia,Other Markets In North Asia,na
2014-10,South Asia,Bangladesh,10722
2014-10,South Asia,India,88855
2014-10,South Asia,Pakistan,1161
2014-10,South Asia,Sri Lanka,6987
2014-10,South Asia,Other Markets In South Asia,2632
2014-10,West Asia,Iran,756
2014-10,West Asia,Israel,na
2014-10,West Asia,Kuwait,896
2014-10,West Asia,Saudi Arabia,2349
2014-10,West Asia,United Arab Emirates,6704
2014-10,West Asia,Other Markets In West Asia,na
2014-10,Americas,Canada,6696
2014-10,Americas,USA,36306
2014-10,Americas,Other Markets In Americas,na
2014-10,Europe,Belgium & Luxembourg,2029
2014-10,Europe,Denmark,2754
2014-10,Europe,Finland,2522
2014-10,Europe,France,12351
2014-10,Europe,Germany,21905
2014-10,Europe,Italy,4389
2014-10,Europe,Netherlands,6051
2014-10,Europe,Norway,2328
2014-10,Europe,Rep Of Ireland,na
2014-10,Europe,Russian Federation,na
2014-10,Europe,Spain,3488
2014-10,Europe,Sweden,3331
2014-10,Europe,Switzerland,9515
2014-10,Europe,United Kingdom,36971
2014-10,Europe,Other Markets In Europe,na
2014-10,Oceania,Australia,87565
2014-10,Oceania,New Zealand,9146
2014-10,Oceania,Other Markets In Oceania,1174
2014-10,Africa,Egypt,na
2014-10,Africa,Mauritius,na
2014-10,Africa,South Africa (Rep Of),na
2014-10,Africa,Other Markets In Africa,na
2014-11,Southeast Asia,Brunei Darussalam,5806
2014-11,Southeast Asia,Indonesia,219369
2014-11,Southeast Asia,Malaysia,106313
2014-11,Southeast Asia,Myanmar,7973
2014-11,Southeast Asia,Philippines,53508
2014-11,Southeast Asia,Thailand,35138
2014-11,Southeast Asia,Vietnam,29938
2014-11,Southeast Asia,Other Markets In Southeast Asia,na
2014-11,Greater China,China,131731
2014-11,Greater China,Hong Kong SAR,39019
2014-11,Greater China,Taiwan,21240
2014-11,Greater China,Other Markets In Greater China,na
2014-11,North Asia,Japan,69415
2014-11,North Asia,South Korea,40230
2014-11,North Asia,Other Markets In North Asia,na
2014-11,South Asia,Bangladesh,10027
2014-11,South Asia,India,71555
2014-11,South Asia,Pakistan,1242
2014-11,South Asia,Sri Lanka,7603
2014-11,South Asia,Other Markets In South Asia,1950
2014-11,West Asia,Iran,758
2014-11,West Asia,Israel,na
2014-11,West Asia,Kuwait,404
2014-11,West Asia,Saudi Arabia,1660
2014-11,West Asia,United Arab Emirates,4754
2014-11,West Asia,Other Markets In West Asia,na
2014-11,Americas,Canada,7662
2014-11,Americas,USA,39705
2014-11,Americas,Other Markets In Americas,na
2014-11,Europe,Belgium & Luxembourg,2546
2014-11,Europe,Denmark,2372
2014-11,Europe,Finland,3054
2014-11,Europe,France,11762
2014-11,Europe,Germany,21514
2014-11,Europe,Italy,5559
2014-11,Europe,Netherlands,6447
2014-11,Europe,Norway,2689
2014-11,Europe,Rep Of Ireland,na
2014-11,Europe,Russian Federation,na
2014-11,Europe,Spain,3757
2014-11,Europe,Sweden,3498
2014-11,Europe,Switzerland,8983
2014-11,Europe,United Kingdom,37909
2014-11,Europe,Other Markets In Europe,na
2014-11,Oceania,Australia,73262
2014-11,Oceania,New Zealand,7435
2014-11,Oceania,Other Markets In Oceania,1272
2014-11,Africa,Egypt,na
2014-11,Africa,Mauritius,na
2014-11,Africa,South Africa (Rep Of),na
2014-11,Africa,Other Markets In Africa,na
2014-12,Southeast Asia,Brunei Darussalam,11998
2014-12,Southeast Asia,Indonesia,315395
2014-12,Southeast Asia,Malaysia,143276
2014-12,Southeast Asia,Myanmar,9859
2014-12,Southeast Asia,Philippines,64526
2014-12,Southeast Asia,Thailand,39035
2014-12,Southeast Asia,Vietnam,31185
2014-12,Southeast Asia,Other Markets In Southeast Asia,na
2014-12,Greater China,China,124615
2014-12,Greater China,Hong Kong SAR,45669
2014-12,Greater China,Taiwan,18577
2014-12,Greater China,Other Markets In Greater China,na
2014-12,North Asia,Japan,71920
2014-12,North Asia,South Korea,40918
2014-12,North Asia,Other Markets In North Asia,na
2014-12,South Asia,Bangladesh,11631
2014-12,South Asia,India,82520
2014-12,South Asia,Pakistan,1505
2014-12,South Asia,Sri Lanka,8608
2014-12,South Asia,Other Markets In South Asia,2745
2014-12,West Asia,Iran,934
2014-12,West Asia,Israel,na
2014-12,West Asia,Kuwait,781
2014-12,West Asia,Saudi Arabia,1292
2014-12,West Asia,United Arab Emirates,7868
2014-12,West Asia,Other Markets In West Asia,na
2014-12,Americas,Canada,9234
2014-12,Americas,USA,43188
2014-12,Americas,Other Markets In Americas,na
2014-12,Europe,Belgium & Luxembourg,2321
2014-12,Europe,Denmark,2485
2014-12,Europe,Finland,3210
2014-12,Europe,France,10708
2014-12,Europe,Germany,24156
2014-12,Europe,Italy,5124
2014-12,Europe,Netherlands,6222
2014-12,Europe,Norway,2758
2014-12,Europe,Rep Of Ireland,na
2014-12,Europe,Russian Federation,na
2014-12,Europe,Spain,3348
2014-12,Europe,Sweden,5363
2014-12,Europe,Switzerland,8630
2014-12,Europe,United Kingdom,38425
2014-12,Europe,Other Markets In Europe,na
2014-12,Oceania,Australia,97855
2014-12,Oceania,New Zealand,10015
2014-12,Oceania,Other Markets In Oceania,1396
2014-12,Africa,Egypt,na
2014-12,Africa,Mauritius,na
2014-12,Africa,South Africa (Rep Of),na
2014-12,Africa,Other Markets In Africa,na
2015-01,Southeast Asia,Brunei Darussalam,5521
2015-01,Southeast Asia,Indonesia,236295
2015-01,Southeast Asia,Malaysia,86193
2015-01,Southeast Asia,Myanmar,7825
2015-01,Southeast Asia,Philippines,42839
2015-01,Southeast Asia,Thailand,36798
2015-01,Southeast Asia,Vietnam,28632
2015-01,Southeast Asia,Other Markets In Southeast Asia,na
2015-01,Greater China,China,140548
2015-01,Greater China,Hong Kong SAR,34012
2015-01,Greater China,Taiwan,30685
2015-01,Greater China,Other Markets In Greater China,na
2015-01,North Asia,Japan,58479
2015-01,North Asia,South Korea,71820
2015-01,North Asia,Other Markets In North Asia,na
2015-01,South Asia,Bangladesh,10923
2015-01,South Asia,India,73605
2015-01,South Asia,Pakistan,1500
2015-01,South Asia,Sri Lanka,6139
2015-01,South Asia,Other Markets In South Asia,2362
2015-01,West Asia,Iran,601
2015-01,West Asia,Israel,na
2015-01,West Asia,Kuwait,1420
2015-01,West Asia,Saudi Arabia,2500
2015-01,West Asia,United Arab Emirates,4612
2015-01,West Asia,Other Markets In West Asia,na
2015-01,Americas,Canada,10875
2015-01,Americas,USA,46845
2015-01,Americas,Other Markets In Americas,na
2015-01,Europe,Belgium & Luxembourg,2063
2015-01,Europe,Denmark,3440
2015-01,Europe,Finland,3740
2015-01,Europe,France,11285
2015-01,Europe,Germany,24529
2015-01,Europe,Italy,5470
2015-01,Europe,Netherlands,6405
2015-01,Europe,Norway,2859
2015-01,Europe,Rep Of Ireland,na
2015-01,Europe,Russian Federation,na
2015-01,Europe,Spain,3546
2015-01,Europe,Sweden,6295
2015-01,Europe,Switzerland,9470
2015-01,Europe,United Kingdom,44909
2015-01,Europe,Other Markets In Europe,na
2015-01,Oceania,Australia,115584
2015-01,Oceania,New Zealand,12330
2015-01,Oceania,Other Markets In Oceania,1360
2015-01,Africa,Egypt,na
2015-01,Africa,Mauritius,na
2015-01,Africa,South Africa (Rep Of),na
2015-01,Africa,Other Markets In Africa,na
2015-02,Southeast Asia,Brunei Darussalam,4759
2015-02,Southeast Asia,Indonesia,184183
2015-02,Southeast Asia,Malaysia,82408
2015-02,Southeast Asia,Myanmar,6204
2015-02,Southeast Asia,Philippines,41155
2015-02,Southeast Asia,Thailand,29889
2015-02,Southeast Asia,Vietnam,28150
2015-02,Southeast Asia,Other Markets In Southeast Asia,na
2015-02,Greater China,China,238011
2015-02,Greater China,Hong Kong SAR,46985
2015-02,Greater China,Taiwan,40059
2015-02,Greater China,Other Markets In Greater China,na
2015-02,North Asia,Japan,62422
2015-02,North Asia,South Korea,51415
2015-02,North Asia,Other Markets In North Asia,na
2015-02,South Asia,Bangladesh,7960
2015-02,South Asia,India,60016
2015-02,South Asia,Pakistan,870
2015-02,South Asia,Sri Lanka,5987
2015-02,South Asia,Other Markets In South Asia,1743
2015-02,West Asia,Iran,632
2015-02,West Asia,Israel,na
2015-02,West Asia,Kuwait,519
2015-02,West Asia,Saudi Arabia,948
2015-02,West Asia,United Arab Emirates,3871
2015-02,West Asia,Other Markets In West Asia,na
2015-02,Americas,Canada,9915
2015-02,Americas,USA,42427
2015-02,Americas,Other Markets In Americas,na
2015-02,Europe,Belgium & Luxembourg,1968
2015-02,Europe,Denmark,3634
2015-02,Europe,Finland,3390
2015-02,Europe,France,13590
2015-02,Europe,Germany,24937
2015-02,Europe,Italy,4192
2015-02,Europe,Netherlands,6678
2015-02,Europe,Norway,3123
2015-02,Europe,Rep Of Ireland,na
2015-02,Europe,Russian Federation,na
2015-02,Europe,Spain,2893
2015-02,Europe,Sweden,4556
2015-02,Europe,Switzerland,8475
2015-02,Europe,United Kingdom,47046
2015-02,Europe,Other Markets In Europe,na
2015-02,Oceania,Australia,65009
2015-02,Oceania,New Zealand,6349
2015-02,Oceania,Other Markets In Oceania,918
2015-02,Africa,Egypt,na
2015-02,Africa,Mauritius,na
2015-02,Africa,South Africa (Rep Of),na
2015-02,Africa,Other Markets In Africa,na
2015-03,Southeast Asia,Brunei Darussalam,6989
2015-03,Southeast Asia,Indonesia,211347
2015-03,Southeast Asia,Malaysia,101929
2015-03,Southeast Asia,Myanmar,9681
2015-03,Southeast Asia,Philippines,53649
2015-03,Southeast Asia,Thailand,43504
2015-03,Southeast Asia,Vietnam,30907
2015-03,Southeast Asia,Other Markets In Southeast Asia,na
2015-03,Greater China,China,130827
2015-03,Greater China,Hong Kong SAR,41803
2015-03,Greater China,Taiwan,24694
2015-03,Greater China,Other Markets In Greater China,na
2015-03,North Asia,Japan,79941
2015-03,North Asia,South Korea,42872
2015-03,North Asia,Other Markets In North Asia,na
2015-03,South Asia,Bangladesh,10186
2015-03,South Asia,India,70302
2015-03,South Asia,Pakistan,1234
2015-03,South Asia,Sri Lanka,7640
2015-03,South Asia,Other Markets In South Asia,2190
2015-03,West Asia,Iran,2937
2015-03,West Asia,Israel,na
2015-03,West Asia,Kuwait,546
2015-03,West Asia,Saudi Arabia,1777
2015-03,West Asia,United Arab Emirates,7588
2015-03,West Asia,Other Markets In West Asia,na
2015-03,Americas,Canada,10515
2015-03,Americas,USA,48341
2015-03,Americas,Other Markets In Americas,na
2015-03,Europe,Belgium & Luxembourg,2594
2015-03,Europe,Denmark,3246
2015-03,Europe,Finland,3110
2015-03,Europe,France,12789
2015-03,Europe,Germany,31468
2015-03,Europe,Italy,5311
2015-03,Europe,Netherlands,7127
2015-03,Europe,Norway,3535
2015-03,Europe,Rep Of Ireland,na
2015-03,Europe,Russian Federation,na
2015-03,Europe,Spain,3715
2015-03,Europe,Sweden,4284
2015-03,Europe,Switzerland,8777
2015-03,Europe,United Kingdom,50729
2015-03,Europe,Other Markets In Europe,na
2015-03,Oceania,Australia,70708
2015-03,Oceania,New Zealand,7854
2015-03,Oceania,Other Markets In Oceania,1198
2015-03,Africa,Egypt,na
2015-03,Africa,Mauritius,na
2015-03,Africa,South Africa (Rep Of),na
2015-03,Africa,Other Markets In Africa,na
2015-04,Southeast Asia,Brunei Darussalam,4977
2015-04,Southeast Asia,Indonesia,207138
2015-04,Southeast Asia,Malaysia,90515
2015-04,Southeast Asia,Myanmar,12969
2015-04,Southeast Asia,Philippines,72259
2015-04,Southeast Asia,Thailand,47838
2015-04,Southeast Asia,Vietnam,36472
2015-04,Southeast Asia,Other Markets In Southeast Asia,na
2015-04,Greater China,China,153784
2015-04,Greater China,Hong Kong SAR,58959
2015-04,Greater China,Taiwan,29229
2015-04,Greater China,Other Markets In Greater China,na
2015-04,North Asia,Japan,46687
2015-04,North Asia,South Korea,41602
2015-04,North Asia,Other Markets In North Asia,na
2015-04,South Asia,Bangladesh,9809
2015-04,South Asia,India,84041
2015-04,South Asia,Pakistan,1125
2015-04,South Asia,Sri Lanka,11103
2015-04,South Asia,Other Markets In South Asia,2101
2015-04,West Asia,Iran,548
2015-04,West Asia,Israel,na
2015-04,West Asia,Kuwait,476
2015-04,West Asia,Saudi Arabia,873
2015-04,West Asia,United Arab Emirates,6628
2015-04,West Asia,Other Markets In West Asia,na
2015-04,Americas,Canada,7086
2015-04,Americas,USA,36186
2015-04,Americas,Other Markets In Americas,na
2015-04,Europe,Belgium & Luxembourg,2369
2015-04,Europe,Denmark,2301
2015-04,Europe,Finland,2198
2015-04,Europe,France,13135
2015-04,Europe,Germany,20086
2015-04,Europe,Italy,4870
2015-04,Europe,Netherlands,5989
2015-04,Europe,Norway,2652
2015-04,Europe,Rep Of Ireland,na
2015-04,Europe,Russian Federation,na
2015-04,Europe,Spain,3094
2015-04,Europe,Sweden,3138
2015-04,Europe,Switzerland,9308
2015-04,Europe,United Kingdom,39808
2015-04,Europe,Other Markets In Europe,na
2015-04,Oceania,Australia,83497
2015-04,Oceania,New Zealand,9492
2015-04,Oceania,Other Markets In Oceania,1038
2015-04,Africa,Egypt,na
2015-04,Africa,Mauritius,na
2015-04,Africa,South Africa (Rep Of),na
2015-04,Africa,Other Markets In Africa,na
2015-05,Southeast Asia,Brunei Darussalam,5378
2015-05,Southeast Asia,Indonesia,238688
2015-05,Southeast Asia,Malaysia,100340
2015-05,Southeast Asia,Myanmar,9162
2015-05,Southeast Asia,Philippines,72159
2015-05,Southeast Asia,Thailand,45674
2015-05,Southeast Asia,Vietnam,35974
2015-05,Southeast Asia,Other Markets In Southeast Asia,na
2015-05,Greater China,China,141375
2015-05,Greater China,Hong Kong SAR,45742
2015-05,Greater China,Taiwan,25498
2015-05,Greater China,Other Markets In Greater China,na
2015-05,North Asia,Japan,52971
2015-05,North Asia,South Korea,43883
